DAY,YEAR,JUL,REG,LOC,LOCATION ,RIVER,MALL,NOPI,AGWT,DUCKS,% ICE,% WET,County
10/18/2010,2010,291,2,28,Duck Creek,Illinois River,45,0,0,70,0,-0- ,"Fulton, Illinois"
10/25/2010,2010,298,2,28,Duck Creek,Illinois River,35,10,0,115,0,-0- ,"Fulton, Illinois"
11/2/2010,2010,306,2,28,Duck Creek,Illinois River,310,50,50,860,0,-0- ,"Fulton, Illinois"
11/8/2010,2010,312,2,28,Duck Creek,Illinois River,185,0,0,775,0,-0- ,"Fulton, Illinois"
11/16/2010,2010,320,2,28,Duck Creek,Illinois River,"1,625",0,0,"2,815",0,-0- ,"Fulton, Illinois"
11/23/2010,2010,327,2,28,Duck Creek,Illinois River,"2,900",200,0,"3,300",0,-0- ,"Fulton, Illinois"
12/3/2010,2010,337,2,28,Duck Creek,Illinois River,"9,800",0,0,"10,710",5,-0- ,"Fulton, Illinois"
12/14/2010,2010,348,2,28,Duck Creek,Illinois River,"7,500",0,0,"9,200",40,-0- ,"Fulton, Illinois"
12/28/2010,2010,362,2,28,Duck Creek,Illinois River,"1,200",0,0,"3,280",25,-0- ,"Fulton, Illinois"
1/3/2011,2011,3,2,28,Duck Creek,Illinois River,"2,500",0,0,"4,000",20,-0- ,"Fulton, Illinois"
8/30/2011,2011,242,2,28,Duck Creek,Illinois River,35,0,0,45,0,-0- ,"Fulton, Illinois"
9/6/2011,2011,249,2,28,Duck Creek,Illinois River,0,0,0,0,0,-0- ,"Fulton, Illinois"
9/12/2011,2011,255,2,28,Duck Creek,Illinois River,0,0,0,0,0,-0- ,"Fulton, Illinois"
9/22/2011,2011,265,2,28,Duck Creek,Illinois River,15,0,0,15,0,-0- ,"Fulton, Illinois"
10/10/2011,2011,283,2,28,Duck Creek,Illinois River,0,0,20,20,0,-0- ,"Fulton, Illinois"
10/17/2011,2011,290,2,28,Duck Creek,Illinois River,30,0,100,180,0,-0- ,"Fulton, Illinois"
10/24/2011,2011,297,2,28,Duck Creek,Illinois River,25,20,0,80,0,-0- ,"Fulton, Illinois"
11/1/2011,2011,305,2,28,Duck Creek,Illinois River,370,50,0,820,0,-0- ,"Fulton, Illinois"
11/15/2011,2011,319,2,28,Duck Creek,Illinois River,"4,910",0,10,"6,700",0,-0- ,"Fulton, Illinois"
11/21/2011,2011,325,2,28,Duck Creek,Illinois River,"9,050",0,0,"10,160",0,-0- ,"Fulton, Illinois"
11/30/2011,2011,334,2,28,Duck Creek,Illinois River,"7,790",0,0,"8,150",0,-0- ,"Fulton, Illinois"
12/7/2011,2011,341,2,28,Duck Creek,Illinois River,"1,560",0,0,"1,880",0,-0- ,"Fulton, Illinois"
12/12/2011,2011,346,2,28,Duck Creek,Illinois River,"10,800",0,0,"13,855",0,-0- ,"Fulton, Illinois"
12/23/2011,2011,357,2,28,Duck Creek,Illinois River,"3,000",0,0,"3,350",0,-0- ,"Fulton, Illinois"
12/28/2011,2011,362,2,28,Duck Creek,Illinois River,130,0,0,190,0,-0- ,"Fulton, Illinois"
1/4/2012,2012,4,2,28,Duck Creek,Illinois River,"15,600",0,0,"18,300",10,-0- ,"Fulton, Illinois"
9/6/2012,2012,249,2,28,Duck Creek,Illinois River,5,0,0,15,0,-0- ,"Fulton, Illinois"
9/10/2012,2012,253,2,28,Duck Creek,Illinois River,0,0,0,0,0,-0- ,"Fulton, Illinois"
9/20/2012,2012,263,2,28,Duck Creek,Illinois River,0,0,0,0,0,-0- ,"Fulton, Illinois"
9/27/2012,2012,270,2,28,Duck Creek,Illinois River,0,0,0,10,0,-0- ,"Fulton, Illinois"
10/15/2012,2012,288,2,28,Duck Creek,Illinois River,0,0,0,300,0,-0- ,"Fulton, Illinois"
10/29/2012,2012,302,2,28,Duck Creek,Illinois River,970,0,0,"1,675",0,-0- ,"Fulton, Illinois"
11/8/2012,2012,312,2,28,Duck Creek,Illinois River,325,0,0,530,0,-0- ,"Fulton, Illinois"
11/13/2012,2012,317,2,28,Duck Creek,Illinois River,"1,885",100,0,"3,570",0,-0- ,"Fulton, Illinois"
11/20/2012,2012,324,2,28,Duck Creek,Illinois River,"1,710",0,0,"2,285",0,-0- ,"Fulton, Illinois"
11/26/2012,2012,330,2,28,Duck Creek,Illinois River,"10,700",0,0,"13,305",0,-0- ,"Fulton, Illinois"
12/6/2012,2012,340,2,28,Duck Creek,Illinois River,"16,300",0,0,"22,800",0,-0- ,"Fulton, Illinois"
12/12/2012,2012,346,2,28,Duck Creek,Illinois River,"41,100",500,0,"44,500",10,-0- ,"Fulton, Illinois"
12/19/2012,2012,353,2,28,Duck Creek,Illinois River,"8,900",0,0,"9,500",0,-0- ,"Fulton, Illinois"
12/27/2012,2012,361,2,28,Duck Creek,Illinois River,"42,500",0,0,"54,600",5,-0- ,"Fulton, Illinois"
1/2/2013,2013,2,2,28,Duck Creek,Illinois River,"46,500",0,0,"52,200",10,-0- ,"Fulton, Illinois"
1/8/2013,2013,8,2,28,Duck Creek,Illinois River,"35,200",0,0,"37,500",10,-0- ,"Fulton, Illinois"
9/3/2013,2013,246,2,28,Duck Creek,Illinois River,0,0,0,0,0,-0- ,"Fulton, Illinois"
9/13/2013,2013,256,2,28,Duck Creek,Illinois River,15,0,0,15,0,-0- ,"Fulton, Illinois"
9/25/2013,2013,268,2,28,Duck Creek,Illinois River,0,0,0,0,0,-0- ,"Fulton, Illinois"
10/14/2013,2013,287,2,28,Duck Creek,Illinois River,0,0,0,10,0,-0- ,"Fulton, Illinois"
10/23/2013,2013,296,2,28,Duck Creek,Illinois River,0,200,50,300,0,-0- ,"Fulton, Illinois"
10/28/2013,2013,301,2,28,Duck Creek,Illinois River,"1,250",250,0,"1,760",0,-0- ,"Fulton, Illinois"
11/8/2013,2013,312,2,28,Duck Creek,Illinois River,"1,475",0,0,"1,735",0,-0- ,"Fulton, Illinois"
11/14/2013,2013,318,2,28,Duck Creek,Illinois River,"7,915",0,0,"14,640",0,-0- ,"Fulton, Illinois"
11/19/2013,2013,323,2,28,Duck Creek,Illinois River,"14,500",0,0,"16,710",0,-0- ,"Fulton, Illinois"
11/27/2013,2013,331,2,28,Duck Creek,Illinois River,"25,200",0,0,"29,600",5,-0- ,"Fulton, Illinois"
12/6/2013,2013,340,2,28,Duck Creek,Illinois River,"12,050",0,0,"14,840",0,-0- ,"Fulton, Illinois"
12/12/2013,2013,346,2,28,Duck Creek,Illinois River,"17,400",0,0,"18,910",5,-0- ,"Fulton, Illinois"
12/19/2013,2013,353,2,28,Duck Creek,Illinois River,"7,000",0,0,"8,505",10,-0- ,"Fulton, Illinois"
12/23/2013,2013,357,2,28,Duck Creek,Illinois River,"3,450",0,0,"4,220",10,-0- ,"Fulton, Illinois"
12/30/2013,2013,364,2,28,Duck Creek,Illinois River,"2,800",0,0,"4,000",10,-0- ,"Fulton, Illinois"
1/8/2014,2014,8,2,28,Duck Creek,Illinois River,"6,500",0,0,"7,000",60,-0- ,"Fulton, Illinois"
9/3/2014,2014,246,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/11/2014,2014,254,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/16/2014,2014,259,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/23/2014,2014,266,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
10/16/2014,2014,289,2,28,Duck Creek,Illinois River,0,0,0,200,0,100,"Fulton, Illinois"
10/20/2014,2014,293,2,28,Duck Creek,Illinois River,0,0,0,55,0,100,"Fulton, Illinois"
10/29/2014,2014,302,2,28,Duck Creek,Illinois River,"1,010",0,0,"3,885",0,100,"Fulton, Illinois"
11/5/2014,2014,309,2,28,Duck Creek,Illinois River,"4,210",0,0,"11,320",0,100,"Fulton, Illinois"
11/12/2014,2014,316,2,28,Duck Creek,Illinois River,"18,830",0,0,"24,085",0,100,"Fulton, Illinois"
11/20/2014,2014,324,2,28,Duck Creek,Illinois River,"34,600",0,0,"35,000",10,100,"Fulton, Illinois"
11/25/2014,2014,329,2,28,Duck Creek,Illinois River,"17,250",0,0,"20,630",0,100,"Fulton, Illinois"
12/3/2014,2014,337,2,28,Duck Creek,Illinois River,"25,500",0,0,"26,185",10,100,"Fulton, Illinois"
12/9/2014,2014,343,2,28,Duck Creek,Illinois River,"1,010",0,0,"1,165",0,100,"Fulton, Illinois"
12/17/2014,2014,351,2,28,Duck Creek,Illinois River,"4,510",0,0,"4,620",0,100,"Fulton, Illinois"
12/29/2014,2014,363,2,28,Duck Creek,Illinois River,"5,810",0,0,"6,595",10,100,"Fulton, Illinois"
1/5/2015,2015,5,2,28,Duck Creek,Illinois River,"19,700",0,0,"20,370",10,100,"Fulton, Illinois"
8/31/2015,2015,243,2,28,Duck Creek,Illinois River,5,0,0,20,0,100,"Fulton, Illinois"
9/9/2015,2015,252,2,28,Duck Creek,Illinois River,10,0,0,30,0,100,"Fulton, Illinois"
9/16/2015,2015,259,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/21/2015,2015,264,2,28,Duck Creek,Illinois River,0,0,0,5,0,100,"Fulton, Illinois"
10/14/2015,2015,287,2,28,Duck Creek,Illinois River,10,0,0,30,0,100,"Fulton, Illinois"
10/22/2015,2015,295,2,28,Duck Creek,Illinois River,50,0,0,230,0,100,"Fulton, Illinois"
10/26/2015,2015,299,2,28,Duck Creek,Illinois River,380,0,0,810,0,100,"Fulton, Illinois"
11/2/2015,2015,306,2,28,Duck Creek,Illinois River,150,0,50,"1,400",0,100,"Fulton, Illinois"
11/9/2015,2015,313,2,28,Duck Creek,Illinois River,"1,285",0,0,"6,590",0,100,"Fulton, Illinois"
11/24/2015,2015,328,2,28,Duck Creek,Illinois River,"10,500",0,0,"11,320",0,100,"Fulton, Illinois"
12/3/2015,2015,337,2,28,Duck Creek,Illinois River,"1,520",0,0,"1,595",0,100,"Fulton, Illinois"
12/8/2015,2015,342,2,28,Duck Creek,Illinois River,"2,700",0,0,"3,100",0,100,"Fulton, Illinois"
12/15/2015,2015,349,2,28,Duck Creek,Illinois River,230,0,0,240,0,100,"Fulton, Illinois"
12/22/2015,2015,356,2,28,Duck Creek,Illinois River,"1,160",0,0,"1,695",0,100,"Fulton, Illinois"
12/29/2015,2015,363,2,28,Duck Creek,Illinois River,210,0,0,235,0,100,"Fulton, Illinois"
1/5/2016,2016,5,2,28,Duck Creek,Illinois River,500,0,0,710,10,100,"Fulton, Illinois"
8/31/2016,2016,244,2,28,Duck Creek,Illinois River,5,0,0,5,0,100,"Fulton, Illinois"
9/6/2016,2016,249,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/14/2016,2016,257,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/20/2016,2016,263,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
10/10/2016,2016,283,2,28,Duck Creek,Illinois River,0,0,0,20,0,100,"Fulton, Illinois"
10/18/2016,2016,291,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
10/24/2016,2016,297,2,28,Duck Creek,Illinois River,0,0,0,600,0,100,"Fulton, Illinois"
11/1/2016,2016,305,2,28,Duck Creek,Illinois River,25,0,0,755,0,100,"Fulton, Illinois"
11/7/2016,2016,311,2,28,Duck Creek,Illinois River,"1,505",0,0,"2,620",0,100,"Fulton, Illinois"
11/14/2016,2016,318,2,28,Duck Creek,Illinois River,"6,100",0,0,"8,360",0,100,"Fulton, Illinois"
11/21/2016,2016,325,2,28,Duck Creek,Illinois River,"5,000",0,0,"6,520",0,100,"Fulton, Illinois"
11/29/2016,2016,333,2,28,Duck Creek,Illinois River,"2,450",0,0,"4,005",0,100,"Fulton, Illinois"
12/7/2016,2016,341,2,28,Duck Creek,Illinois River,"3,000",0,0,"3,930",0,100,"Fulton, Illinois"
12/12/2016,2016,346,2,28,Duck Creek,Illinois River,"29,450",0,0,"31,900",5,100,"Fulton, Illinois"
12/21/2016,2016,355,2,28,Duck Creek,Illinois River,"45,500",0,0,"48,120",20,100,"Fulton, Illinois"
12/27/2016,2016,361,2,28,Duck Creek,Illinois River,"26,600",0,0,"27,825",20,100,"Fulton, Illinois"
1/5/2017,2017,5,2,28,Duck Creek,Illinois River,"50,500",0,0,"51,950",0,100,"Fulton, Illinois"
2/14/2017,2017,45,2,28,Duck Creek,Illinois River,850,0,0,875,-0- ,-0- ,"Fulton, Illinois"
2/21/2017,2017,52,2,28,Duck Creek,Illinois River,10,0,0,"2,230",-0- ,-0- ,"Fulton, Illinois"
3/2/2017,2017,61,2,28,Duck Creek,Illinois River,200,0,0,220,-0- ,-0- ,"Fulton, Illinois"
3/9/2017,2017,68,2,28,Duck Creek,Illinois River,30,0,0,80,-0- ,-0- ,"Fulton, Illinois"
3/16/2017,2017,75,2,28,Duck Creek,Illinois River,20,0,0,50,-0- ,-0- ,"Fulton, Illinois"
3/28/2017,2017,87,2,28,Duck Creek,Illinois River,0,0,0,75,-0- ,-0- ,"Fulton, Illinois"
4/14/2017,2017,104,2,28,Duck Creek,Illinois River,10,0,0,10,-0- ,-0- ,"Fulton, Illinois"
9/6/2017,2017,249,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/14/2017,2017,257,2,28,Duck Creek,Illinois River,0,0,0,30,0,100,"Fulton, Illinois"
9/21/2017,2017,264,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/27/2017,2017,270,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
10/20/2017,2017,293,2,28,Duck Creek,Illinois River,10,0,210,325,0,100,"Fulton, Illinois"
10/26/2017,2017,299,2,28,Duck Creek,Illinois River,105,0,0,735,0,100,"Fulton, Illinois"
10/31/2017,2017,304,2,28,Duck Creek,Illinois River,"1,250",0,0,"2,805",0,100,"Fulton, Illinois"
11/10/2017,2017,314,2,28,Duck Creek,Illinois River,"3,600",0,0,"5,450",0,100,"Fulton, Illinois"
11/13/2017,2017,317,2,28,Duck Creek,Illinois River,"5,940",0,0,"9,340",0,100,"Fulton, Illinois"
11/22/2017,2017,326,2,28,Duck Creek,Illinois River,"13,100",0,0,"18,810",0,100,"Fulton, Illinois"
11/29/2017,2017,333,2,28,Duck Creek,Illinois River,"10,200",0,0,"10,520",0,100,"Fulton, Illinois"
12/7/2017,2017,341,2,28,Duck Creek,Illinois River,"14,200",0,0,"14,710",0,100,"Fulton, Illinois"
12/14/2017,2017,348,2,28,Duck Creek,Illinois River,"57,500",0,0,"60,430",10,100,"Fulton, Illinois"
12/19/2017,2017,353,2,28,Duck Creek,Illinois River,"8,000",0,0,"8,815",0,100,"Fulton, Illinois"
12/26/2017,2017,360,2,28,Duck Creek,Illinois River,"34,050",0,0,"35,600",10,100,"Fulton, Illinois"
1/3/2018,2018,3,2,28,Duck Creek,Illinois River,"40,800",0,0,"42,300",30,100,"Fulton, Illinois"
2/26/2018,2018,57,2,28,Duck Creek,Illinois River,160,10,0,"1,100",0,100,"Fulton, Illinois"
3/8/2018,2018,67,2,28,Duck Creek,Illinois River,0,0,0,115,0,100,"Fulton, Illinois"
3/15/2018,2018,74,2,28,Duck Creek,Illinois River,0,0,0,170,0,100,"Fulton, Illinois"
3/22/2018,2018,81,2,28,Duck Creek,Illinois River,0,0,0,40,0,100,"Fulton, Illinois"
3/28/2018,2018,87,2,28,Duck Creek,Illinois River,50,0,0,160,0,100,"Fulton, Illinois"
4/10/2018,2018,100,2,28,Duck Creek,Illinois River,0,0,200,210,0,100,"Fulton, Illinois"
4/17/2018,2018,107,2,28,Duck Creek,Illinois River,0,0,0,50,0,100,"Fulton, Illinois"
4/26/2018,2018,116,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/4/2018,2018,247,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/12/2018,2018,255,2,28,Duck Creek,Illinois River,5,0,0,15,0,100,"Fulton, Illinois"
9/21/2018,2018,264,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
9/27/2018,2018,270,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
10/12/2018,2018,285,2,28,Duck Creek,Illinois River,55,0,0,60,0,100,"Fulton, Illinois"
10/18/2018,2018,291,2,28,Duck Creek,Illinois River,70,0,0,170,0,100,"Fulton, Illinois"
10/24/2018,2018,297,2,28,Duck Creek,Illinois River,"1,610",0,100,"2,110",0,100,"Fulton, Illinois"
11/2/2018,2018,306,2,28,Duck Creek,Illinois River,"2,110",0,0,"2,520",0,100,"Fulton, Illinois"
11/9/2018,2018,313,2,28,Duck Creek,Illinois River,600,0,0,"1,800",0,100,"Fulton, Illinois"
11/14/2018,2018,318,2,28,Duck Creek,Illinois River,"36,200",0,0,"42,720",0,100,"Fulton, Illinois"
11/20/2018,2018,324,2,28,Duck Creek,Illinois River,"12,600",0,0,"13,630",0,100,"Fulton, Illinois"
11/29/2018,2018,333,2,28,Duck Creek,Illinois River,"45,450",0,0,"53,535",10,100,"Fulton, Illinois"
12/7/2018,2018,341,2,28,Duck Creek,Illinois River,"20,700",0,0,"22,415",10,100,"Fulton, Illinois"
12/11/2018,2018,345,2,28,Duck Creek,Illinois River,"30,700",0,0,"35,410",10,100,"Fulton, Illinois"
12/17/2018,2018,351,2,28,Duck Creek,Illinois River,"8,300",0,0,"8,815",0,100,"Fulton, Illinois"
1/3/2019,2019,3,2,28,Duck Creek,Illinois River,"10,300",0,0,"10,550",10,100,"Fulton, Illinois"
1/10/2019,2019,10,2,28,Duck Creek,Illinois River,0,0,0,"1,870",0,100,"Fulton, Illinois"
2/27/2019,2019,58,2,28,Duck Creek,Illinois River,"8,500",0,0,"9,100",40,100,"Fulton, Illinois"
3/4/2019,2019,63,2,28,Duck Creek,Illinois River,"4,810",0,0,"5,730",30,100,"Fulton, Illinois"
3/11/2019,2019,70,2,28,Duck Creek,Illinois River,520,0,0,"1,000",0,100,"Fulton, Illinois"
3/18/2019,2019,77,2,28,Duck Creek,Illinois River,25,0,0,25,0,100,"Fulton, Illinois"
3/26/2019,2019,85,2,28,Duck Creek,Illinois River,0,0,0,60,0,100,"Fulton, Illinois"
4/8/2019,2019,98,2,28,Duck Creek,Illinois River,50,0,0,55,0,100,"Fulton, Illinois"
9/4/2019,2019,247,2,28,Duck Creek,Illinois River,0,0,0,10,0,100,"Fulton, Illinois"
9/13/2019,2019,256,2,28,Duck Creek,Illinois River,0,0,0,10,0,100,"Fulton, Illinois"
9/19/2019,2019,262,2,28,Duck Creek,Illinois River,0,0,0,10,0,100,"Fulton, Illinois"
9/26/2019,2019,269,2,28,Duck Creek,Illinois River,5,0,0,5,0,100,"Fulton, Illinois"
10/17/2019,2019,290,2,28,Duck Creek,Illinois River,0,0,0,0,0,100,"Fulton, Illinois"
10/24/2019,2019,297,2,28,Duck Creek,Illinois River,150,0,0,170,0,100,"Fulton, Illinois"
10/28/2019,2019,301,2,28,Duck Creek,Illinois River,670,0,0,870,0,100,"Fulton, Illinois"
11/5/2019,2019,309,2,28,Duck Creek,Illinois River,"3,700",0,0,"4,380",0,100,"Fulton, Illinois"
11/14/2019,2019,318,2,28,Duck Creek,Illinois River,"7,000",0,0,"8,710",0,100,"Fulton, Illinois"
11/20/2019,2019,324,2,28,Duck Creek,Illinois River,"2,150",0,0,"2,670",0,100,"Fulton, Illinois"
11/25/2019,2019,329,2,28,Duck Creek,Illinois River,"3,010",0,0,"3,565",0,100,"Fulton, Illinois"
12/2/2019,2019,336,2,28,Duck Creek,Illinois River,"5,300",0,0,"5,670",0,100,"Fulton, Illinois"
12/11/2019,2019,345,2,28,Duck Creek,Illinois River,"9,475",0,0,"10,995",0,100,"Fulton, Illinois"
12/18/2019,2019,352,2,28,Duck Creek,Illinois River,"21,800",0,0,"23,600",10,100,"Fulton, Illinois"
12/23/2019,2019,357,2,28,Duck Creek,Illinois River,"25,000",0,0,"25,140",10,100,"Fulton, Illinois"
1/2/2020,2020,2,2,28,Duck Creek,Illinois River,320,0,0,350,0,100,"Fulton, Illinois"
1/8/2020,2020,8,2,28,Duck Creek,Illinois River,"3,405",0,0,"3,510",0,100,"Fulton, Illinois"
9/3/2002,2002,246,2,29,Rice Lake,Illinois River,420,0,20,"1,235",0,-0- ,"Fulton, Illinois"
9/11/2002,2002,254,2,29,Rice Lake,Illinois River,45,0,150,295,0,-0- ,"Fulton, Illinois"
9/17/2002,2002,260,2,29,Rice Lake,Illinois River,240,0,250,915,0,-0- ,"Fulton, Illinois"
10/8/2002,2002,281,2,29,Rice Lake,Illinois River,380,25,170,605,0,-0- ,"Fulton, Illinois"
10/15/2002,2002,288,2,29,Rice Lake,Illinois River,800,0,650,"1,775",0,-0- ,"Fulton, Illinois"
10/30/2002,2002,303,2,29,Rice Lake,Illinois River,30,0,0,75,0,-0- ,"Fulton, Illinois"
11/6/2002,2002,310,2,29,Rice Lake,Illinois River,"1,200",20,0,"1,380",0,-0- ,"Fulton, Illinois"
11/12/2002,2002,315,2,29,Rice Lake,Illinois River,"2,500",0,0,"2,875",0,-0- ,"Fulton, Illinois"
11/19/2002,2002,323,2,29,Rice Lake,Illinois River,"4,600",50,0,"4,975",0,-0- ,"Fulton, Illinois"
11/27/2002,2002,331,2,29,Rice Lake,Illinois River,0,0,0,0,90,-0- ,"Fulton, Illinois"
12/3/2002,2002,337,2,29,Rice Lake,Illinois River,0,0,0,0,75,-0- ,"Fulton, Illinois"
12/10/2002,2002,344,2,29,Rice Lake,Illinois River,0,0,0,0,98,-0- ,"Fulton, Illinois"
12/23/2002,2002,357,2,29,Rice Lake,Illinois River,300,0,0,325,40,-0- ,"Fulton, Illinois"
1/7/2003,2003,7,2,29,Rice Lake,Illinois River,"3,000",0,0,"3,000",80,-0- ,"Fulton, Illinois"
9/4/2003,2003,247,2,29,Rice Lake,Illinois River,20,0,0,20,0,-0- ,"Fulton, Illinois"
9/11/2003,2003,254,2,29,Rice Lake,Illinois River,15,0,0,40,0,-0- ,"Fulton, Illinois"
9/16/2003,2003,259,2,29,Rice Lake,Illinois River,0,40,0,40,0,-0- ,"Fulton, Illinois"
10/7/2003,2003,280,2,29,Rice Lake,Illinois River,30,20,120,170,0,-0- ,"Fulton, Illinois"
10/15/2003,2003,288,2,29,Rice Lake,Illinois River,750,300,400,"1,600",0,-0- ,"Fulton, Illinois"
10/22/2003,2003,295,2,29,Rice Lake,Illinois River,700,200,0,"1,070",0,-0- ,"Fulton, Illinois"
10/27/2003,2003,300,2,29,Rice Lake,Illinois River,"1,050",200,10,"1,310",0,-0- ,"Fulton, Illinois"
11/5/2003,2003,309,2,29,Rice Lake,Illinois River,"3,225",300,20,"3,820",0,-0- ,"Fulton, Illinois"
11/10/2003,2003,314,2,29,Rice Lake,Illinois River,"1,500",150,0,"2,095",0,-0- ,"Fulton, Illinois"
11/19/2003,2003,323,2,29,Rice Lake,Illinois River,"2,300",100,0,"2,650",0,-0- ,"Fulton, Illinois"
11/26/2003,2003,330,2,29,Rice Lake,Illinois River,"15,500",600,400,"16,700",0,-0- ,"Fulton, Illinois"
12/2/2003,2003,336,2,29,Rice Lake,Illinois River,"9,700",250,0,"10,200",10,-0- ,"Fulton, Illinois"
12/8/2003,2003,342,2,29,Rice Lake,Illinois River,"3,420",25,0,"3,710",0,-0- ,"Fulton, Illinois"
12/17/2003,2003,351,2,29,Rice Lake,Illinois River,0,0,0,0,90,-0- ,"Fulton, Illinois"
1/7/2004,2004,7,2,29,Rice Lake,Illinois River,0,0,0,0,90,-0- ,"Fulton, Illinois"
9/7/2004,2004,250,2,29,Rice Lake,Illinois River,255,0,70,475,0,-0- ,"Fulton, Illinois"
9/14/2004,2004,257,2,29,Rice Lake,Illinois River,115,0,60,175,0,-0- ,"Fulton, Illinois"
9/21/2004,2004,264,2,29,Rice Lake,Illinois River,120,0,120,240,0,-0- ,"Fulton, Illinois"
10/21/2004,2004,294,2,29,Rice Lake,Illinois River,950,300,100,"1,360",0,-0- ,"Fulton, Illinois"
11/2/2004,2004,306,2,29,Rice Lake,Illinois River,800,100,50,975,0,-0- ,"Fulton, Illinois"
11/8/2004,2004,312,2,29,Rice Lake,Illinois River,"2,820",100,0,"3,170",0,-0- ,"Fulton, Illinois"
11/15/2004,2004,319,2,29,Rice Lake,Illinois River,"1,430",0,0,"1,630",0,-0- ,"Fulton, Illinois"
11/22/2004,2004,326,2,29,Rice Lake,Illinois River,"4,550",100,0,"5,000",0,-0- ,"Fulton, Illinois"
12/1/2004,2004,335,2,29,Rice Lake,Illinois River,"3,300",500,0,"4,600",0,-0- ,"Fulton, Illinois"
12/14/2004,2004,348,2,29,Rice Lake,Illinois River,195,0,0,320,10,-0- ,"Fulton, Illinois"
12/21/2004,2004,355,2,29,Rice Lake,Illinois River,0,0,0,80,90,-0- ,"Fulton, Illinois"
12/27/2004,2004,361,2,29,Rice Lake,Illinois River,0,0,0,0,100,-0- ,"Fulton, Illinois"
1/7/2005,2005,7,2,29,Rice Lake,Illinois River,0,0,0,"1,800",50,-0- ,"Fulton, Illinois"
9/6/2005,2005,249,2,29,Rice Lake,Illinois River,0,0,0,"1,300",0,-0- ,"Fulton, Illinois"
9/20/2005,2005,263,2,29,Rice Lake,Illinois River,0,0,0,0,0,-0- ,"Fulton, Illinois"
10/10/2005,2005,283,2,29,Rice Lake,Illinois River,30,0,400,430,0,-0- ,"Fulton, Illinois"
10/17/2005,2005,290,2,29,Rice Lake,Illinois River,175,0,125,400,0,-0- ,"Fulton, Illinois"
10/24/2005,2005,297,2,29,Rice Lake,Illinois River,890,0,0,890,0,-0- ,"Fulton, Illinois"
11/2/2005,2005,306,2,29,Rice Lake,Illinois River,410,0,0,"1,610",0,-0- ,"Fulton, Illinois"
11/7/2005,2005,311,2,29,Rice Lake,Illinois River,800,0,0,"2,060",0,-0- ,"Fulton, Illinois"
11/17/2005,2005,321,2,29,Rice Lake,Illinois River,"2,500",0,0,"2,950",75,-0- ,"Fulton, Illinois"
11/21/2005,2005,325,2,29,Rice Lake,Illinois River,"1,950",0,0,"2,595",0,-0- ,"Fulton, Illinois"
11/30/2005,2005,334,2,29,Rice Lake,Illinois River,"5,050",0,0,"5,380",20,-0- ,"Fulton, Illinois"
12/13/2005,2005,347,2,29,Rice Lake,Illinois River,0,0,0,0,100,-0- ,"Fulton, Illinois"
12/19/2005,2005,353,2,29,Rice Lake,Illinois River,10,0,0,10,100,-0- ,"Fulton, Illinois"
12/29/2005,2005,363,2,29,Rice Lake,Illinois River,0,0,0,0,99,-0- ,"Fulton, Illinois"
1/5/2006,2006,5,2,29,Rice Lake,Illinois River,"3,170",0,0,"3,405",5,-0- ,"Fulton, Illinois"
9/6/2006,2006,249,2,29,Rice Lake,Illinois River,10,50,400,"3,660",0,-0- ,"Fulton, Illinois"
9/14/2006,2006,257,2,29,Rice Lake,Illinois River,0,0,0,20,0,-0- ,"Fulton, Illinois"
9/25/2006,2006,268,2,29,Rice Lake,Illinois River,10,0,0,10,0,-0- ,"Fulton, Illinois"
10/19/2006,2006,292,2,29,Rice Lake,Illinois River,"3,990","1,330",0,"10,665",0,-0- ,"Fulton, Illinois"
10/24/2006,2006,297,2,29,Rice Lake,Illinois River,"4,350",400,350,"8,000",0,-0- ,"Fulton, Illinois"
11/1/2006,2006,305,2,29,Rice Lake,Illinois River,"3,000",0,100,"3,500",0,-0- ,"Fulton, Illinois"
11/8/2006,2006,312,2,29,Rice Lake,Illinois River,"2,200",0,200,"2,600",0,-0- ,"Fulton, Illinois"
