DAY,YEAR,JUL,REG,LOC,LOCATION ,RIVER,MALL,NOPI,AGWT,DUCKS,% ICE,% WET,County
10/28/2008,2008,301,2,49,Stewart Lake,Illinois River,100,0,0,200,0,-0- ,"Mason, Illinois"
11/3/2008,2008,307,2,49,Stewart Lake,Illinois River,0,0,0,0,0,-0- ,"Mason, Illinois"
11/10/2008,2008,314,2,49,Stewart Lake,Illinois River,50,0,0,75,50,-0- ,"Mason, Illinois"
11/18/2008,2008,322,2,49,Stewart Lake,Illinois River,0,0,0,60,75,-0- ,"Mason, Illinois"
11/25/2008,2008,329,2,49,Stewart Lake,Illinois River,60,0,0,60,20,-0- ,"Mason, Illinois"
12/2/2008,2008,336,2,49,Stewart Lake,Illinois River,0,0,0,0,99,-0- ,"Mason, Illinois"
12/22/2008,2008,356,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
12/29/2008,2008,363,2,49,Stewart Lake,Illinois River,5,0,0,5,99,-0- ,"Mason, Illinois"
1/5/2009,2009,5,2,49,Stewart Lake,Illinois River,0,0,0,0,99,-0- ,"Mason, Illinois"
9/2/2009,2009,245,2,49,Stewart Lake,Illinois River,0,0,0,100,0,-0- ,"Mason, Illinois"
9/9/2009,2009,252,2,49,Stewart Lake,Illinois River,10,0,0,10,0,-0- ,"Mason, Illinois"
9/14/2009,2009,257,2,49,Stewart Lake,Illinois River,0,0,100,160,0,-0- ,"Mason, Illinois"
10/13/2009,2009,286,2,49,Stewart Lake,Illinois River,410,100,100,610,0,-0- ,"Mason, Illinois"
10/20/2009,2009,293,2,49,Stewart Lake,Illinois River,200,50,100,525,0,-0- ,"Mason, Illinois"
11/2/2009,2009,306,2,49,Stewart Lake,Illinois River,0,0,0,800,0,-0- ,"Mason, Illinois"
11/11/2009,2009,315,2,49,Stewart Lake,Illinois River,0,0,0,675,0,-0- ,"Mason, Illinois"
11/23/2009,2009,327,2,49,Stewart Lake,Illinois River,0,0,0,"1,210",0,-0- ,"Mason, Illinois"
12/1/2009,2009,335,2,49,Stewart Lake,Illinois River,0,0,0,0,0,-0- ,"Mason, Illinois"
12/7/2009,2009,341,2,49,Stewart Lake,Illinois River,10,0,0,920,10,-0- ,"Mason, Illinois"
12/15/2009,2009,349,2,49,Stewart Lake,Illinois River,"2,000",0,0,"2,025",90,-0- ,"Mason, Illinois"
12/21/2009,2009,355,2,49,Stewart Lake,Illinois River,0,0,0,0,95,-0- ,"Mason, Illinois"
12/28/2009,2009,362,2,49,Stewart Lake,Illinois River,0,0,0,"1,000",50,-0- ,"Mason, Illinois"
1/4/2010,2010,4,2,49,Stewart Lake,Illinois River,0,0,0,10,99,-0- ,"Mason, Illinois"
9/8/2010,2010,251,2,49,Stewart Lake,Illinois River,10,0,0,35,0,-0- ,"Mason, Illinois"
9/14/2010,2010,257,2,49,Stewart Lake,Illinois River,0,0,0,200,0,-0- ,"Mason, Illinois"
9/20/2010,2010,263,2,49,Stewart Lake,Illinois River,50,0,0,265,0,-0- ,"Mason, Illinois"
10/11/2010,2010,284,2,49,Stewart Lake,Illinois River,100,650,300,"1,500",0,-0- ,"Mason, Illinois"
10/18/2010,2010,291,2,49,Stewart Lake,Illinois River,"1,050",700,400,"2,450",0,-0- ,"Mason, Illinois"
10/25/2010,2010,298,2,49,Stewart Lake,Illinois River,750,"1,500","1,400","4,200",0,-0- ,"Mason, Illinois"
11/2/2010,2010,306,2,49,Stewart Lake,Illinois River,500,"3,500","3,600","8,500",0,-0- ,"Mason, Illinois"
11/8/2010,2010,312,2,49,Stewart Lake,Illinois River,300,"1,100","5,200","7,200",0,-0- ,"Mason, Illinois"
11/16/2010,2010,320,2,49,Stewart Lake,Illinois River,400,"3,000","6,200","11,000",0,-0- ,"Mason, Illinois"
11/23/2010,2010,327,2,49,Stewart Lake,Illinois River,700,500,"4,500","6,900",0,-0- ,"Mason, Illinois"
12/3/2010,2010,337,2,49,Stewart Lake,Illinois River,300,0,100,500,90,-0- ,"Mason, Illinois"
12/14/2010,2010,348,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
12/28/2010,2010,362,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
1/3/2011,2011,3,2,49,Stewart Lake,Illinois River,0,0,0,10,95,-0- ,"Mason, Illinois"
8/30/2011,2011,242,2,49,Stewart Lake,Illinois River,0,0,0,200,0,-0- ,"Mason, Illinois"
9/6/2011,2011,249,2,49,Stewart Lake,Illinois River,160,0,0,260,0,-0- ,"Mason, Illinois"
9/12/2011,2011,255,2,49,Stewart Lake,Illinois River,150,0,225,950,0,-0- ,"Mason, Illinois"
9/22/2011,2011,265,2,49,Stewart Lake,Illinois River,400,500,"1,600","6,400",0,-0- ,"Mason, Illinois"
10/10/2011,2011,283,2,49,Stewart Lake,Illinois River,200,575,"1,600","3,375",0,-0- ,"Mason, Illinois"
10/17/2011,2011,290,2,49,Stewart Lake,Illinois River,"2,000","5,000","4,000","14,500",0,-0- ,"Mason, Illinois"
10/24/2011,2011,297,2,49,Stewart Lake,Illinois River,"1,500","2,500","4,000","11,500",0,-0- ,"Mason, Illinois"
11/1/2011,2011,305,2,49,Stewart Lake,Illinois River,"1,500","4,000","6,000","13,000",0,-0- ,"Mason, Illinois"
11/15/2011,2011,319,2,49,Stewart Lake,Illinois River,5,0,0,5,0,-0- ,"Mason, Illinois"
11/21/2011,2011,325,2,49,Stewart Lake,Illinois River,0,0,0,50,0,-0- ,"Mason, Illinois"
11/30/2011,2011,334,2,49,Stewart Lake,Illinois River,0,0,0,100,50,-0- ,"Mason, Illinois"
12/7/2011,2011,341,2,49,Stewart Lake,Illinois River,20,0,"2,000","2,030",5,-0- ,"Mason, Illinois"
12/12/2011,2011,346,2,49,Stewart Lake,Illinois River,50,0,0,300,0,-0- ,"Mason, Illinois"
12/23/2011,2011,357,2,49,Stewart Lake,Illinois River,"1,200",0,"5,000","6,250",10,-0- ,"Mason, Illinois"
12/28/2011,2011,362,2,49,Stewart Lake,Illinois River,310,0,0,460,10,-0- ,"Mason, Illinois"
1/4/2012,2012,4,2,49,Stewart Lake,Illinois River,500,0,0,600,95,-0- ,"Mason, Illinois"
9/6/2012,2012,249,2,49,Stewart Lake,Illinois River,10,0,0,"1,010",0,-0- ,"Mason, Illinois"
9/10/2012,2012,253,2,49,Stewart Lake,Illinois River,20,30,200,700,0,-0- ,"Mason, Illinois"
9/20/2012,2012,263,2,49,Stewart Lake,Illinois River,0,0,20,90,0,-0- ,"Mason, Illinois"
9/27/2012,2012,270,2,49,Stewart Lake,Illinois River,0,0,0,0,0,-0- ,"Mason, Illinois"
10/15/2012,2012,288,2,49,Stewart Lake,Illinois River,0,0,100,100,0,-0- ,"Mason, Illinois"
10/29/2012,2012,302,2,49,Stewart Lake,Illinois River,0,0,0,0,0,-0- ,"Mason, Illinois"
11/8/2012,2012,312,2,49,Stewart Lake,Illinois River,0,100,100,800,0,-0- ,"Mason, Illinois"
11/13/2012,2012,317,2,49,Stewart Lake,Illinois River,"3,000","2,000",0,"5,000",0,-0- ,"Mason, Illinois"
11/20/2012,2012,324,2,49,Stewart Lake,Illinois River,"9,000",0,"3,000","13,000",0,-0- ,"Mason, Illinois"
11/26/2012,2012,330,2,49,Stewart Lake,Illinois River,"1,500",300,0,"1,800",0,-0- ,"Mason, Illinois"
12/6/2012,2012,340,2,49,Stewart Lake,Illinois River,"1,000","1,000","1,500","5,500",0,-0- ,"Mason, Illinois"
12/12/2012,2012,346,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
12/19/2012,2012,353,2,49,Stewart Lake,Illinois River,"11,000","5,000","6,250","25,000",0,-0- ,"Mason, Illinois"
12/27/2012,2012,361,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
1/2/2013,2013,2,2,49,Stewart Lake,Illinois River,200,0,0,300,99,-0- ,"Mason, Illinois"
1/8/2013,2013,8,2,49,Stewart Lake,Illinois River,300,0,0,300,99,-0- ,"Mason, Illinois"
9/3/2013,2013,246,2,49,Stewart Lake,Illinois River,10,10,10,80,0,-0- ,"Mason, Illinois"
9/13/2013,2013,256,2,49,Stewart Lake,Illinois River,110,205,300,"1,715",0,-0- ,"Mason, Illinois"
9/25/2013,2013,268,2,49,Stewart Lake,Illinois River,100,850,"1,500","3,150",0,-0- ,"Mason, Illinois"
10/14/2013,2013,287,2,49,Stewart Lake,Illinois River,100,400,"3,100","4,200",0,-0- ,"Mason, Illinois"
10/23/2013,2013,296,2,49,Stewart Lake,Illinois River,100,50,"3,500","7,025",0,-0- ,"Mason, Illinois"
10/28/2013,2013,301,2,49,Stewart Lake,Illinois River,200,100,"11,000","18,210",0,-0- ,"Mason, Illinois"
11/8/2013,2013,312,2,49,Stewart Lake,Illinois River,"1,500",0,"31,000","43,200",0,-0- ,"Mason, Illinois"
11/14/2013,2013,318,2,49,Stewart Lake,Illinois River,400,0,"18,000","22,000",5,-0- ,"Mason, Illinois"
11/19/2013,2013,323,2,49,Stewart Lake,Illinois River,100,0,"20,300","24,800",0,-0- ,"Mason, Illinois"
11/27/2013,2013,331,2,49,Stewart Lake,Illinois River,300,0,"7,000","7,500",99,-0- ,"Mason, Illinois"
12/6/2013,2013,340,2,49,Stewart Lake,Illinois River,100,0,"7,000","7,200",95,-0- ,"Mason, Illinois"
12/12/2013,2013,346,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
12/19/2013,2013,353,2,49,Stewart Lake,Illinois River,0,0,0,0,99,-0- ,"Mason, Illinois"
12/23/2013,2013,357,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
12/30/2013,2013,364,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
1/8/2014,2014,8,2,49,Stewart Lake,Illinois River,0,0,0,0,100,-0- ,"Mason, Illinois"
9/3/2014,2014,246,2,49,Stewart Lake,Illinois River,5,0,0,5,0,95,"Mason, Illinois"
9/11/2014,2014,254,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/16/2014,2014,259,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/23/2014,2014,266,2,49,Stewart Lake,Illinois River,0,0,5,5,0,100,"Mason, Illinois"
10/16/2014,2014,289,2,49,Stewart Lake,Illinois River,0,0,0,10,0,100,"Mason, Illinois"
10/20/2014,2014,293,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
10/29/2014,2014,302,2,49,Stewart Lake,Illinois River,0,0,0,110,0,100,"Mason, Illinois"
11/5/2014,2014,309,2,49,Stewart Lake,Illinois River,30,0,0,"4,330",0,100,"Mason, Illinois"
11/12/2014,2014,316,2,49,Stewart Lake,Illinois River,230,0,0,890,10,100,"Mason, Illinois"
11/20/2014,2014,324,2,49,Stewart Lake,Illinois River,0,0,0,0,95,100,"Mason, Illinois"
11/25/2014,2014,329,2,49,Stewart Lake,Illinois River,5,0,0,10,20,100,"Mason, Illinois"
12/3/2014,2014,337,2,49,Stewart Lake,Illinois River,0,0,0,0,100,100,"Mason, Illinois"
12/9/2014,2014,343,2,49,Stewart Lake,Illinois River,0,0,0,80,70,100,"Mason, Illinois"
12/17/2014,2014,351,2,49,Stewart Lake,Illinois River,0,0,0,55,0,100,"Mason, Illinois"
12/29/2014,2014,363,2,49,Stewart Lake,Illinois River,0,0,0,300,70,100,"Mason, Illinois"
1/5/2015,2015,5,2,49,Stewart Lake,Illinois River,0,0,0,130,99,100,"Mason, Illinois"
8/31/2015,2015,243,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/9/2015,2015,252,2,49,Stewart Lake,Illinois River,0,0,0,50,0,90,"Mason, Illinois"
9/16/2015,2015,259,2,49,Stewart Lake,Illinois River,0,0,0,0,0,90,"Mason, Illinois"
9/21/2015,2015,264,2,49,Stewart Lake,Illinois River,0,0,0,0,0,90,"Mason, Illinois"
10/14/2015,2015,287,2,49,Stewart Lake,Illinois River,100,675,800,"1,875",0,80,"Mason, Illinois"
10/22/2015,2015,295,2,49,Stewart Lake,Illinois River,"1,000",500,"1,460","3,600",0,90,"Mason, Illinois"
10/26/2015,2015,299,2,49,Stewart Lake,Illinois River,400,"3,300","10,000","15,700",0,90,"Mason, Illinois"
11/2/2015,2015,306,2,49,Stewart Lake,Illinois River,200,500,"10,000","12,200",0,90,"Mason, Illinois"
11/9/2015,2015,313,2,49,Stewart Lake,Illinois River,0,0,200,"1,500",0,90,"Mason, Illinois"
11/24/2015,2015,328,2,49,Stewart Lake,Illinois River,0,0,0,"1,700",30,100,"Mason, Illinois"
12/3/2015,2015,337,2,49,Stewart Lake,Illinois River,0,0,0,"1,190",0,100,"Mason, Illinois"
12/8/2015,2015,342,2,49,Stewart Lake,Illinois River,40,0,0,640,0,100,"Mason, Illinois"
12/15/2015,2015,349,2,49,Stewart Lake,Illinois River,0,0,0,400,0,100,"Mason, Illinois"
12/22/2015,2015,356,2,49,Stewart Lake,Illinois River,150,0,0,780,0,100,"Mason, Illinois"
12/29/2015,2015,363,2,49,Stewart Lake,Illinois River,0,0,0,370,0,100,"Mason, Illinois"
1/5/2016,2016,5,2,49,Stewart Lake,Illinois River,0,0,0,140,10,100,"Mason, Illinois"
8/31/2016,2016,244,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/6/2016,2016,249,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/14/2016,2016,257,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/20/2016,2016,263,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
10/10/2016,2016,283,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
10/18/2016,2016,291,2,49,Stewart Lake,Illinois River,0,0,30,30,0,100,"Mason, Illinois"
10/24/2016,2016,297,2,49,Stewart Lake,Illinois River,0,0,0,250,0,100,"Mason, Illinois"
11/1/2016,2016,305,2,49,Stewart Lake,Illinois River,0,0,0,50,0,100,"Mason, Illinois"
11/7/2016,2016,311,2,49,Stewart Lake,Illinois River,0,0,5,85,0,100,"Mason, Illinois"
11/14/2016,2016,318,2,49,Stewart Lake,Illinois River,20,0,0,270,0,100,"Mason, Illinois"
11/21/2016,2016,325,2,49,Stewart Lake,Illinois River,0,0,0,315,5,100,"Mason, Illinois"
11/29/2016,2016,333,2,49,Stewart Lake,Illinois River,40,0,0,700,0,100,"Mason, Illinois"
12/7/2016,2016,341,2,49,Stewart Lake,Illinois River,570,0,0,955,5,100,"Mason, Illinois"
12/12/2016,2016,346,2,49,Stewart Lake,Illinois River,0,0,0,40,95,100,"Mason, Illinois"
12/21/2016,2016,355,2,49,Stewart Lake,Illinois River,10,0,0,10,99,100,"Mason, Illinois"
12/27/2016,2016,361,2,49,Stewart Lake,Illinois River,0,0,0,60,90,100,"Mason, Illinois"
1/5/2017,2017,5,2,49,Stewart Lake,Illinois River,0,0,0,150,99,100,"Mason, Illinois"
2/14/2017,2017,45,2,49,Stewart Lake,Illinois River,0,0,0,"1,030",-0- ,-0- ,"Mason, Illinois"
2/21/2017,2017,52,2,49,Stewart Lake,Illinois River,600,0,0,"7,300",-0- ,-0- ,"Mason, Illinois"
3/2/2017,2017,61,2,49,Stewart Lake,Illinois River,20,0,200,"2,500",-0- ,-0- ,"Mason, Illinois"
3/9/2017,2017,68,2,49,Stewart Lake,Illinois River,0,0,0,"1,520",-0- ,-0- ,"Mason, Illinois"
3/16/2017,2017,75,2,49,Stewart Lake,Illinois River,0,0,0,"3,405",-0- ,-0- ,"Mason, Illinois"
3/28/2017,2017,87,2,49,Stewart Lake,Illinois River,0,0,200,"5,010",-0- ,-0- ,"Mason, Illinois"
4/14/2017,2017,104,2,49,Stewart Lake,Illinois River,0,0,0,0,-0- ,-0- ,"Mason, Illinois"
9/6/2017,2017,249,2,49,Stewart Lake,Illinois River,0,400,100,"1,700",0,80,"Mason, Illinois"
9/14/2017,2017,257,2,49,Stewart Lake,Illinois River,50,250,470,"1,520",0,70,"Mason, Illinois"
9/21/2017,2017,264,2,49,Stewart Lake,Illinois River,10,450,"2,100","3,210",0,90,"Mason, Illinois"
9/27/2017,2017,270,2,49,Stewart Lake,Illinois River,50,410,650,"1,710",0,80,"Mason, Illinois"
10/20/2017,2017,293,2,49,Stewart Lake,Illinois River,5,0,0,5,0,100,"Mason, Illinois"
10/26/2017,2017,299,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
10/31/2017,2017,304,2,49,Stewart Lake,Illinois River,500,100,100,"1,205",0,100,"Mason, Illinois"
11/10/2017,2017,314,2,49,Stewart Lake,Illinois River,300,10,"1,500","2,420",10,90,"Mason, Illinois"
11/13/2017,2017,317,2,49,Stewart Lake,Illinois River,10,0,"7,400","9,305",0,100,"Mason, Illinois"
11/22/2017,2017,326,2,49,Stewart Lake,Illinois River,200,0,"10,600","11,810",10,100,"Mason, Illinois"
11/29/2017,2017,333,2,49,Stewart Lake,Illinois River,0,0,600,600,0,100,"Mason, Illinois"
12/7/2017,2017,341,2,49,Stewart Lake,Illinois River,0,0,0,605,70,100,"Mason, Illinois"
12/14/2017,2017,348,2,49,Stewart Lake,Illinois River,0,0,0,0,100,100,"Mason, Illinois"
12/19/2017,2017,353,2,49,Stewart Lake,Illinois River,"1,810",0,250,"2,060",10,100,"Mason, Illinois"
12/26/2017,2017,360,2,49,Stewart Lake,Illinois River,0,0,0,0,100,100,"Mason, Illinois"
1/3/2018,2018,3,2,49,Stewart Lake,Illinois River,0,0,0,0,100,100,"Mason, Illinois"
2/26/2018,2018,57,2,49,Stewart Lake,Illinois River,0,0,100,"1,160",0,100,"Mason, Illinois"
3/8/2018,2018,67,2,49,Stewart Lake,Illinois River,0,0,0,5,0,100,"Mason, Illinois"
3/15/2018,2018,74,2,49,Stewart Lake,Illinois River,50,0,0,"2,370",0,100,"Mason, Illinois"
3/22/2018,2018,81,2,49,Stewart Lake,Illinois River,0,0,0,"1,000",0,100,"Mason, Illinois"
3/28/2018,2018,87,2,49,Stewart Lake,Illinois River,0,0,0,"3,140",0,100,"Mason, Illinois"
4/10/2018,2018,100,2,49,Stewart Lake,Illinois River,0,0,0,"4,405",0,100,"Mason, Illinois"
4/17/2018,2018,107,2,49,Stewart Lake,Illinois River,0,0,10,"1,020",0,100,"Mason, Illinois"
4/26/2018,2018,116,2,49,Stewart Lake,Illinois River,0,0,0,200,0,100,"Mason, Illinois"
9/4/2018,2018,247,2,49,Stewart Lake,Illinois River,0,0,0,10,0,80,"Mason, Illinois"
9/12/2018,2018,255,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/21/2018,2018,264,2,49,Stewart Lake,Illinois River,0,0,0,100,0,90,"Mason, Illinois"
9/27/2018,2018,270,2,49,Stewart Lake,Illinois River,0,150,400,770,0,90,"Mason, Illinois"
10/12/2018,2018,285,2,49,Stewart Lake,Illinois River,0,0,0,100,0,100,"Mason, Illinois"
10/18/2018,2018,291,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
10/24/2018,2018,297,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
11/2/2018,2018,306,2,49,Stewart Lake,Illinois River,0,0,400,"2,155",0,90,"Mason, Illinois"
11/9/2018,2018,313,2,49,Stewart Lake,Illinois River,20,0,0,430,0,100,"Mason, Illinois"
11/14/2018,2018,318,2,49,Stewart Lake,Illinois River,0,0,0,0,100,100,"Mason, Illinois"
11/20/2018,2018,324,2,49,Stewart Lake,Illinois River,0,0,100,245,0,100,"Mason, Illinois"
11/29/2018,2018,333,2,49,Stewart Lake,Illinois River,5,0,0,15,100,100,"Mason, Illinois"
12/7/2018,2018,341,2,49,Stewart Lake,Illinois River,0,0,0,60,10,100,"Mason, Illinois"
12/11/2018,2018,345,2,49,Stewart Lake,Illinois River,0,0,0,10,100,100,"Mason, Illinois"
12/17/2018,2018,351,2,49,Stewart Lake,Illinois River,0,0,0,20,0,100,"Mason, Illinois"
1/3/2019,2019,3,2,49,Stewart Lake,Illinois River,0,0,0,120,10,100,"Mason, Illinois"
1/10/2019,2019,10,2,49,Stewart Lake,Illinois River,0,0,0,350,10,100,"Mason, Illinois"
2/27/2019,2019,58,2,49,Stewart Lake,Illinois River,100,0,0,"1,160",30,100,"Mason, Illinois"
3/4/2019,2019,63,2,49,Stewart Lake,Illinois River,0,0,0,115,90,100,"Mason, Illinois"
3/11/2019,2019,70,2,49,Stewart Lake,Illinois River,0,0,0,"1,790",10,100,"Mason, Illinois"
3/18/2019,2019,77,2,49,Stewart Lake,Illinois River,0,0,0,"1,550",0,100,"Mason, Illinois"
3/26/2019,2019,85,2,49,Stewart Lake,Illinois River,0,0,0,"2,700",0,100,"Mason, Illinois"
4/8/2019,2019,98,2,49,Stewart Lake,Illinois River,0,0,0,"2,600",0,100,"Mason, Illinois"
9/4/2019,2019,247,2,49,Stewart Lake,Illinois River,0,0,20,240,0,90,"Mason, Illinois"
9/13/2019,2019,256,2,49,Stewart Lake,Illinois River,0,0,0,805,0,90,"Mason, Illinois"
9/19/2019,2019,262,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
9/26/2019,2019,269,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
10/17/2019,2019,290,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
10/24/2019,2019,297,2,49,Stewart Lake,Illinois River,0,0,0,20,0,100,"Mason, Illinois"
10/28/2019,2019,301,2,49,Stewart Lake,Illinois River,0,0,0,100,0,100,"Mason, Illinois"
11/5/2019,2019,309,2,49,Stewart Lake,Illinois River,0,0,0,400,0,100,"Mason, Illinois"
11/14/2019,2019,318,2,49,Stewart Lake,Illinois River,20,0,0,40,10,100,"Mason, Illinois"
11/20/2019,2019,324,2,49,Stewart Lake,Illinois River,0,0,0,20,0,100,"Mason, Illinois"
11/25/2019,2019,329,2,49,Stewart Lake,Illinois River,15,0,0,45,0,100,"Mason, Illinois"
12/2/2019,2019,336,2,49,Stewart Lake,Illinois River,0,0,0,0,0,100,"Mason, Illinois"
12/11/2019,2019,345,2,49,Stewart Lake,Illinois River,0,0,0,570,10,100,"Mason, Illinois"
12/18/2019,2019,352,2,49,Stewart Lake,Illinois River,100,0,0,570,95,100,"Mason, Illinois"
12/23/2019,2019,357,2,49,Stewart Lake,Illinois River,100,0,0,410,95,100,"Mason, Illinois"
1/2/2020,2020,2,2,49,Stewart Lake,Illinois River,0,0,0,5,0,100,"Mason, Illinois"
1/8/2020,2020,8,2,49,Stewart Lake,Illinois River,0,0,0,130,10,100,"Mason, Illinois"
9/3/2002,2002,246,2,50,Crane Lake,Illinois River,5,0,0,5,0,-0- ,"Mason, Illinois"
9/11/2002,2002,254,2,50,Crane Lake,Illinois River,0,0,0,0,0,-0- ,"Mason, Illinois"
9/17/2002,2002,260,2,50,Crane Lake,Illinois River,40,0,25,75,0,-0- ,"Mason, Illinois"
10/8/2002,2002,281,2,50,Crane Lake,Illinois River,0,20,20,40,0,-0- ,"Mason, Illinois"
10/15/2002,2002,288,2,50,Crane Lake,Illinois River,450,50,700,"2,470",0,-0- ,"Mason, Illinois"
10/30/2002,2002,303,2,50,Crane Lake,Illinois River,800,100,500,"1,595",0,-0- ,"Mason, Illinois"
11/6/2002,2002,310,2,50,Crane Lake,Illinois River,"3,300",50,0,"5,350",0,-0- ,"Mason, Illinois"
11/12/2002,2002,315,2,50,Crane Lake,Illinois River,"3,300",0,0,"6,400",0,-0- ,"Mason, Illinois"
11/19/2002,2002,323,2,50,Crane Lake,Illinois River,"1,600",0,0,"3,625",0,-0- ,"Mason, Illinois"
11/27/2002,2002,331,2,50,Crane Lake,Illinois River,"4,400",0,0,"4,550",95,-0- ,"Mason, Illinois"
12/3/2002,2002,337,2,50,Crane Lake,Illinois River,"1,700",0,0,"1,845",40,-0- ,"Mason, Illinois"
12/10/2002,2002,344,2,50,Crane Lake,Illinois River,"14,250",0,0,"14,850",95,-0- ,"Mason, Illinois"
12/23/2002,2002,357,2,50,Crane Lake,Illinois River,0,0,0,0,20,-0- ,"Mason, Illinois"
1/7/2003,2003,7,2,50,Crane Lake,Illinois River,0,0,0,25,50,-0- ,"Mason, Illinois"
9/4/2003,2003,247,2,50,Crane Lake,Illinois River,20,0,0,20,0,-0- ,"Mason, Illinois"
9/11/2003,2003,254,2,50,Crane Lake,Illinois River,0,0,50,50,0,-0- ,"Mason, Illinois"
9/16/2003,2003,259,2,50,Crane Lake,Illinois River,50,0,0,60,0,-0- ,"Mason, Illinois"
10/7/2003,2003,280,2,50,Crane Lake,Illinois River,160,120,300,800,0,-0- ,"Mason, Illinois"
10/15/2003,2003,288,2,50,Crane Lake,Illinois River,830,800,0,"2,080",0,-0- ,"Mason, Illinois"
10/22/2003,2003,295,2,50,Crane Lake,Illinois River,"2,200",200,125,"3,075",0,-0- ,"Mason, Illinois"
10/27/2003,2003,300,2,50,Crane Lake,Illinois River,"2,200",400,100,"3,025",0,-0- ,"Mason, Illinois"
11/5/2003,2003,309,2,50,Crane Lake,Illinois River,"2,130",0,0,"2,705",0,-0- ,"Mason, Illinois"
11/10/2003,2003,314,2,50,Crane Lake,Illinois River,"2,200",50,100,"2,735",5,-0- ,"Mason, Illinois"
11/19/2003,2003,323,2,50,Crane Lake,Illinois River,"2,150",200,400,"3,820",0,-0- ,"Mason, Illinois"
11/26/2003,2003,330,2,50,Crane Lake,Illinois River,"3,550",100,0,"3,760",0,-0- ,"Mason, Illinois"
12/2/2003,2003,336,2,50,Crane Lake,Illinois River,"3,225",0,0,"3,525",0,-0- ,"Mason, Illinois"
12/8/2003,2003,342,2,50,Crane Lake,Illinois River,"2,000",0,0,"2,205",0,-0- ,"Mason, Illinois"
12/17/2003,2003,351,2,50,Crane Lake,Illinois River,10,0,0,10,80,-0- ,"Mason, Illinois"
1/7/2004,2004,7,2,50,Crane Lake,Illinois River,0,0,0,0,90,-0- ,"Mason, Illinois"
9/7/2004,2004,250,2,50,Crane Lake,Illinois River,60,0,30,90,0,-0- ,"Mason, Illinois"
9/14/2004,2004,257,2,50,Crane Lake,Illinois River,60,0,225,300,0,-0- ,"Mason, Illinois"
9/21/2004,2004,264,2,50,Crane Lake,Illinois River,60,10,0,70,0,-0- ,"Mason, Illinois"
10/21/2004,2004,294,2,50,Crane Lake,Illinois River,"1,500",400,0,"1,900",0,-0- ,"Mason, Illinois"
11/2/2004,2004,306,2,50,Crane Lake,Illinois River,"1,100",0,0,"2,495",0,-0- ,"Mason, Illinois"
11/8/2004,2004,312,2,50,Crane Lake,Illinois River,"1,400",0,0,"5,420",0,-0- ,"Mason, Illinois"
11/15/2004,2004,319,2,50,Crane Lake,Illinois River,"3,310",0,0,"5,200",0,-0- ,"Mason, Illinois"
11/22/2004,2004,326,2,50,Crane Lake,Illinois River,"3,500",0,0,"6,500",0,-0- ,"Mason, Illinois"
12/1/2004,2004,335,2,50,Crane Lake,Illinois River,"2,250",50,25,"2,975",0,-0- ,"Mason, Illinois"
12/14/2004,2004,348,2,50,Crane Lake,Illinois River,15,0,0,20,0,-0- ,"Mason, Illinois"
12/21/2004,2004,355,2,50,Crane Lake,Illinois River,325,0,0,405,40,-0- ,"Mason, Illinois"
12/27/2004,2004,361,2,50,Crane Lake,Illinois River,0,0,0,0,99,-0- ,"Mason, Illinois"
1/7/2005,2005,7,2,50,Crane Lake,Illinois River,0,0,0,10,20,-0- ,"Mason, Illinois"
